9606	5S_rRNA	5S_rRNA	RAIN
9606	5S_rRNA	5S	RAIN
9606	5S_rRNA	RNA5S1	RAIN
9606	5S_rRNA	RNA5S2	RAIN
9606	5S_rRNA	RNA5S3	RAIN
9606	5S_rRNA	RNA5S4	RAIN
9606	5S_rRNA	RNA5S5	RAIN
9606	5S_rRNA	RNA5S6	RAIN
9606	5S_rRNA	RNA5S7	RAIN
9606	5S_rRNA	RNA5S8	RAIN
9606	5S_rRNA	RNA5S9	RAIN
9606	5S_rRNA	RNA5S10	RAIN
9606	5S_rRNA	RNA5S11	RAIN
9606	5S_rRNA	RNA5S12	RAIN
9606	5S_rRNA	RNA5S13	RAIN
9606	5S_rRNA	RNA5S14	RAIN
9606	5S_rRNA	RNA5S15	RAIN
9606	5S_rRNA	RNA5S16	RAIN
9606	5S_rRNA	RNA5S17	RAIN
9606	5_8S_rRNA	5_8S_rRNA	RAIN
9606	5_8S_rRNA	5-8S_rRNA	RAIN
9606	5_8S_rRNA	5-8S	RAIN
9606	5_8S_rRNA	RNA5-8S1	RAIN
9606	5_8S_rRNA	RNA5-8S2	RAIN
9606	5_8S_rRNA	RNA5-8S3	RAIN
9606	5_8S_rRNA	RNA5-8S4	RAIN
9606	5_8S_rRNA	RNA5-8S5	RAIN
9606	18S_rRNA	18S_rRNA	RAIN
9606	18S_rRNA	18S	RAIN
9606	18S_rRNA	RNA18S1	RAIN
9606	18S_rRNA	RNA18S2	RAIN
9606	18S_rRNA	RNA18S3	RAIN
9606	18S_rRNA	RNA18S4	RAIN
9606	18S_rRNA	RNA18S5	RAIN
9606	28S_rRNA	28S_rRNA	RAIN
9606	28S_rRNA	28S	RAIN
9606	28S_rRNA	RNA28S1	RAIN
9606	28S_rRNA	RNA28S2	RAIN
9606	28S_rRNA	RNA28S3	RAIN
9606	28S_rRNA	RNA28S4	RAIN
9606	28S_rRNA	RNA28S5	RAIN
9606	45S_rRNA	RNA45S1	RAIN
9606	45S_rRNA	RNA45S2	RAIN
9606	45S_rRNA	RNA45S3	RAIN
9606	45S_rRNA	RNA45S4	RAIN
9606	45S_rRNA	RNA45S5	RAIN
9606	45S_rRNA	45S_rRNA	RAIN
9606	45S_rRNA	45S	RAIN
10090	U4	U4	RAIN
10090	U5	U5	RAIN
10090	U6	U6	RAIN
10090	U7	U7	RAIN
10090	U11	U11	RAIN
10090	U12	U12	RAIN
10090	U4atac	U4atac	RAIN 
10090	U6atac	U6atac	RAIN
10090	Rn5s	5s_rRNA	RAIN
10090	Rn5_8s	5_8s_rRNA	RAIN
10090	Rn5_8s	Rn5_8s	RAIN
10090	Rn18s	RNA18s	RAIN
10090	Rn18s	Rn18s	RAIN
10090	Rn28s	Rn28s	RAIN
10090	Rn28s	28s_rRNA	RAIN
10090	Rn45s	Rn45s	RAIN
10090	Rn45s	45s_rRNA	RAIN
10090	Rn5s	5s	RAIN
10090	Rn5_8s	5_8s	RAIN
10090	Rn5_8s	5-8s	RAIN
10090	Rn18s	18s	RAIN
10090	Rn28s	28s	RAIN
10090	Rn45s	45s	RAIN
10116	U1	U1	RAIN
10116	U11	U11	RAIN
10116	U12	U12	RAIN
10116	U2	U2	RAIN
10116	U4	U4	RAIN
10116	U4atac	U4atac	RAIN
10116	U5	U5	RAIN
10116	U6	U6	RAIN
10116	U6atac	U6atac	RAIN
10116	U7	U7	RAIN
10116	Rn5s	5s_rRNA	RAIN
10116	Rn5s	5s	RAIN
10116	Rn5_8s	5_8s_rRNA	RAIN
10116	Rn5_8s	Rn5_8s	RAIN
10116	Rn18s	RNA18s	RAIN
10116	Rn18s	Rn18s	RAIN
10116	Rn28s	Rn28s	RAIN
10116	Rn28s	28s_rRNA	RAIN
10116	Rn45s	Rn45s	RAIN
10116	Rn45s	45s_rRNA	RAIN
10116	Rn5_8s	5_8s	RAIN
10116	Rn5_8s	5-8s	RAIN
10116	Rn18s	18s	RAIN
10116	Rn28s	28s	RAIN
10116	Rn45s	45s	RAIN
10116	Rn18s	18s_rRNA	RAIN
6239	5_8S_rRNA	5-8S	RAIN
6239	5_8S_rRNA	rrn-2.1	RAIN
6239	5_8S_rRNA	rrn-2	RAIN
6239	5_8S_rRNA	5_8S	RAIN
6239	5_8S_rRNA	5_8S_rRNA	RAIN
6239	18S_rRNA	18S_rRNA	RAIN
6239	18S_rRNA	18S	RAIN
6239	18S_rRNA	rrn-1	RAIN
6239	18S_rRNA	rrn-1.1	RAIN
6239	18S_rRNA	rrn-1.2	RAIN
6239	mt-18S_rRNA	MTCE.7	RAIN
6239	mt-18S_rRNA	mt-18S_rRNA	RAIN
6239	5S_rRNA	5S_rRNA	RAIN
6239	5S_rRNA	5S	RAIN
6239	5S_rRNA	rrn-4	RAIN
6239	5S_rRNA	rrn-4.1	RAIN
6239	5S_rRNA	rrn-4.2	RAIN
6239	5S_rRNA	rrn-4.3	RAIN
6239	5S_rRNA	rrn-4.4	RAIN
6239	5S_rRNA	rrn-4.5	RAIN
6239	5S_rRNA	rrn-4.6	RAIN
6239	5S_rRNA	rrn-4.7	RAIN
6239	5S_rRNA	rrn-4.8	RAIN
6239	5S_rRNA	rrn-4.9	RAIN
6239	5S_rRNA	rrn-4.10	RAIN
6239	5S_rRNA	rrn-4.11	RAIN
6239	5S_rRNA	rrn-4.12	RAIN
6239	5S_rRNA	rrn-4.13	RAIN
6239	5S_rRNA	rrn-4.14	RAIN
6239	5S_rRNA	rrn-4.15	RAIN
6239	5S_rRNA	rrn-4.16	RAIN
4932	RDN18	18s_rRNA	RAIN
4932	RDN25	25s_rRNA	RAIN
4932	RDN37	37s_rRNA	RAIN
4932	RDN58	5_8s_rRNA	RAIN
4932	RDN5	5s_rRNA	RAIN
4932	RDN18	18s	RAIN
4932	RDN25	25s	RAIN
4932	RDN37	37s	RAIN
4932	RDN58	5_8	RAIN
4932	RDN58	5-8	RAIN
4932	RDN5	5s	RAIN
4932	RDN58	RDN58	RAIN
4932	RDN18	RDN18	RAIN
4932	RDN25	RDN25	RAIN
4932	RDN37	RDN37	RAIN
4932	RDN58	RDN58	RAIN
4932	RDN5	RDN5	RAIN
4932	PWR1	PWR1	lncRNAdb
4932	PHO5	PHO5	lncRNAdb
4932	PHO5	PHO5as	lncRNAdb
4932	PHO84	PHO84	lncRNAdb
4932	SRG1	SRG1	lncRNAdb
4932	TIR1axut	TIR1axut	lncRNAdb
4932	SUC2uxut1	SUC2uxut1	lncRNAdb
4932	SUC2uxut2	SUC2uxut2	lncRNAdb
4932	SUC2uxut3	SUC2uxut3	lncRNAdb
4932	SUT719	SUT719	lncRNAdb
4932	ICR1	ICR1	lncRNAdb
4932	TERRA	TelRNAs	lncRNAdb
4932	TERRA	TERRA	lncRNAdb
4932	GAL10-ncRNA	GAL10-ncRNA	lncRNAdb
4932	RTL	RTL	lncRNAdb
4932	RTL	TY1	lncRNAdb
4932	RTL	CUT	lncRNAdb
4932	TPO1axut	TPO1axut	lncRNAdb
4932	NME1	NME1	SaitoLab
4932	RNA170	RNA170	SaitoLab
4932	RPR1	RPR1	SaitoLab
4932	RUF5	RUF5	SaitoLab
4932	SCR1	SCR1	SaitoLab
